Id,Price
11567,328749.8
5905,129581.016
11160,111087.67
8275,143168.97
16398,287721.78
11229,181784.64
10309,154912.23
7340,270211.06
7653,161531.62
272,198898.11
9831,210950.58
5016,140341.34
5968,64590.387
796,221037.19
12123,131753.31
16629,177731.97
2637,173881.78
6194,217099.8
6216,375766.5
14346,171317.84
6428,125648.69
2891,216810.06
84,179800.38
9260,226603.98
15250,132936.95
2348,235309.53
10427,275643.8
13230,241586.06
1691,212164.0
8803,123859.6
5464,236328.88
10559,105489.21
16787,286518.56
4278,153675.2
6183,162281.66
12775,156112.67
10104,171099.02
13663,175231.86
9404,269146.97
14724,210882.22
10040,190782.39
4646,198216.61
4754,154082.25
3310,229811.86
2003,185444.7
7312,199341.77
10921,244580.56
13419,285386.12
10105,162302.11
2196,416967.44
12659,229082.25
4380,227208.08
10847,147887.23
10805,283753.22
8709,95729.63
8319,185645.72
2215,182769.08
7000,199788.69
7701,106099.17
9678,196813.7
14026,202656.77
7971,164423.03
13734,151582.1
16483,212050.48
6150,208809.06
2931,271174.16
5418,166884.81
1662,544355.25
2441,208407.61
669,128489.99
7734,195466.39
6010,310375.6
266,139369.17
632,139910.53
16221,103478.53
11832,174174.69
5035,120050.02
37,117172.805
6168,183378.97
11757,176179.9
8086,131387.55
6529,220160.5
15121,183058.83
13904,141724.4
3711,175785.3
16563,132566.17
14494,172633.48
3006,230877.88
15299,118906.37
92,291133.6
8066,176235.3
16071,207765.5
10662,132072.17
3883,202509.33
5511,129192.83
2821,261476.56
9570,191950.72
4326,258958.48
9251,232229.42
9031,197860.66
12689,126921.29
16380,236118.25
1053,252679.75
4568,190421.22
16140,109657.45
14356,394194.3
8466,184077.83
15652,149095.19
3285,123214.336
3198,166085.55
14088,430365.78
2268,129032.984
15472,220949.52
1203,214613.3
7157,340021.6
6886,214279.61
5083,261141.81
7467,116598.02
14068,200283.9
2080,169675.27
10865,157392.7
13516,179741.98
14150,204603.4
7609,123541.28
2144,379403.28
10357,195182.56
2396,235259.84
1526,295310.34
10890,255753.8
8638,457044.2
6050,260404.84
7639,99352.51
10544,190243.38
9577,237788.84
13195,218233.67
3484,224704.53
16668,475555.56
7171,183676.39
8547,211710.14
12735,215243.83
9093,187733.27
15323,268178.03
14897,140233.48
5135,131850.98
5327,227823.67
13133,243156.39
1676,289568.44
16296,282587.84
1095,152372.62
12528,149132.58
7348,280940.4
11663,168929.28
1803,196534.16
1510,246217.0
16045,198271.25
2900,149606.73
3236,166269.19
1318,193475.72
14948,209463.52
7840,272262.84
15325,174489.9
8700,148013.34
15706,189934.03
14449,152844.44
16117,187011.08
4529,188022.97
11199,195287.55
4052,387687.7
821,210744.16
68,228644.69
554,125606.53
452,178867.69
11394,296013.8
11393,187446.88
9535,165532.84
4024,180296.98
10069,218179.39
12007,158408.38
12368,420455.3
1259,367136.72
1124,360358.4
3707,188661.94
8767,170724.17
1919,166299.95
16741,159864.64
6664,283313.1
5688,384274.94
7799,168888.62
14843,324706.03
7532,168949.06
8133,159066.39
6264,336063.84
4125,171552.84
2410,167769.67
13607,204208.75
1716,284712.12
1370,147894.55
2273,404349.44
15298,322380.6
4284,262344.84
12303,146449.22
7808,129868.99
2203,143669.03
7237,127214.6
15864,159455.31
2844,164430.33
5729,167705.1
11812,388202.34
1779,155999.2
6442,136140.16
6160,227241.94
8266,204413.17
9903,160990.05
2867,139312.38
6998,165267.0
13932,172600.08
12587,165964.47
3611,221549.25
2646,311064.6
1890,162309.12
860,269837.5
14187,183276.31
12569,283973.28
1276,90835.49
12025,196651.8
4890,275241.28
14410,314027.84
10352,249727.8
11407,214138.34
10384,169857.3
7622,290370.34
12578,164692.05
15820,170450.16
563,206737.69
15226,162610.77
6396,217470.05
6247,144837.17
3339,152853.3
10975,278232.34
7475,118624.61
11129,190940.52
3051,265622.1
10232,251525.06
14106,176154.1
5502,217336.56
4558,70472.75
4181,148540.78
8426,127530.984
6611,170567.77
14641,144829.94
15539,265852.22
13119,139759.42
11716,191317.3
7316,250037.95
7791,107080.78
13034,322365.88
1068,250297.31
4060,174677.06
10172,224118.69
2591,186725.98
12494,320908.28
7828,296193.22
15284,173481.36
7947,170648.94
16335,219390.06
10234,366503.34
2797,257948.58
5341,216476.2
3059,166814.14
1559,61736.3
15320,287220.88
10284,369907.8
4134,223433.14
4481,229652.62
7222,168570.39
4062,239499.9
2192,219485.23
9637,193146.14
16236,164100.67
4272,162805.0
9406,315138.06
14309,236570.23
1946,290728.8
16235,243036.7
7146,153008.1
16784,233949.19
349,302283.66
6251,165520.14
5128,384616.22
11718,176615.48
16721,81926.41
12517,200691.33
15961,192691.97
9428,157289.69
14541,153405.6
10168,117221.08
11270,178455.3
13210,239913.52
11518,166925.16
12612,166798.69
16352,126808.68
9935,150971.55
15521,281994.88
11482,193303.38
11443,188289.22
9459,234923.05
9218,171609.92
854,138368.66
5619,157294.47
9208,178894.16
4391,148355.27
15207,160907.19
7183,185458.53
16442,220476.89
7936,85213.945
10606,362778.6
4979,163825.39
4854,299693.84
16476,125842.96
10516,155921.6
16261,269947.47
90,368893.75
5433,174290.06
14338,135334.11
13487,204631.23
8211,517907.38
170,172971.42
14051,102005.19
10686,200749.36
7595,318842.78
6777,357036.28
14661,175006.19
13991,313758.9
16795,180962.47
2740,133794.66
7368,347251.44
2413,228054.58
1852,448740.28
15200,404115.56
8467,333826.3
16379,290554.4
3375,172242.58
5945,492178.06
2641,168920.72
2837,303662.34
3498,225997.38
10876,149454.33
1285,225232.1
9285,234366.77
4015,323456.03
2526,191404.39
7814,201813.19
7117,315831.8
12359,125860.97
3303,280679.16
13874,165911.11
5484,183265.39
15067,155774.72
12639,212470.95
3388,237328.34
4256,204101.31
15738,193639.78
14049,182335.78
15780,188314.92
9564,170439.6
11910,190429.86
11315,206511.75
1733,173694.94
3910,392753.28
7552,473441.5
254,185239.98
5222,202645.4
8314,225620.0
16743,234649.14
10335,112798.9
8226,267614.75
12254,222579.39
13152,215222.34
15020,196738.67
16349,217172.02
11924,160955.03
12543,186083.08
14114,240821.33
12318,247385.98
15383,170200.9
6679,196409.88
635,173816.5
15993,273338.84
11375,192219.17
11216,180972.62
15401,223576.06
11301,148192.36
13804,243951.33
10839,188468.53
1588,344877.9
3596,193449.39
5816,173019.56
8099,137646.19
6551,191371.67
14075,559171.5
13431,197047.2
9481,282101.7
5295,153239.72
15859,359508.7
10634,293176.84
444,236349.95
11686,249267.47
1213,205516.08
13970,127472.61
6849,428598.7
9911,256187.4
5649,156407.86
7184,239255.66
5877,262104.34
1655,267766.06
15301,203372.52
12389,246490.11
5241,267260.22
7048,160954.25
10574,146582.9
8593,155151.06
4752,179988.4
14663,189538.69
10994,206351.84
87,82776.92
5132,123617.25
6372,405316.6
7411,292619.84
3319,243096.08
9355,123387.37
5139,271691.12
56,276683.2
3249,173671.5
5047,86281.14
13238,302514.97
2190,272773.53
15599,184225.69
6542,162052.14
1968,172724.5
5630,176934.6
9157,209974.9
789,184748.52
1413,265717.28
12514,238030.98
13459,141304.92
1345,239902.05
4034,201166.77
15169,145310.06
6770,248926.53
3334,174126.02
12998,155766.6
15870,249339.94
1871,161084.94
5770,174804.33
13196,107667.984
7633,205634.5
10699,211981.3
15470,190069.22
1903,530371.7
13860,190202.97
7649,225876.19
11043,233738.14
2922,216447.56
7538,354228.72
9477,120007.66
117,494942.97
1457,245103.11
7082,175107.14
3053,261551.25
12522,107589.164
5744,446381.22
13566,361982.75
1464,137683.11
3852,112495.39
9557,223609.33
14719,402529.34
13978,131492.67
3286,156628.22
13019,347265.56
1421,131732.9
13502,176527.03
14811,129835.61
9297,285266.88
7749,503863.53
16555,141866.47
14576,189344.22
12766,162253.9
4679,145770.61
10033,189836.66
11231,273178.8
15112,152642.66
10617,184861.33
2175,168590.45
16502,469396.06
10106,194928.0
12561,149905.53
15907,314860.4
8069,116730.625
8316,123197.31
12343,237759.38
12092,146276.12
1527,156916.1
10010,206801.67
655,101783.63
10549,132906.61
3248,114354.52
13499,285216.6
14959,205293.81
6070,155540.25
11360,240222.7
12102,202050.64
11870,288298.47
3713,115998.02
3230,147329.3
7742,215199.34
15092,336322.7
8728,281653.34
3386,145799.12
9409,146246.16
16545,251553.4
3127,162261.39
11344,181614.42
2112,220448.03
7310,221382.86
6313,218466.25
3681,404456.78
5114,328094.94
270,153515.08
14350,185134.2
12223,342062.84
1066,191808.42
16116,357134.1
11410,487102.62
4088,162228.83
5956,170643.23
14669,141931.89
13871,134254.94
4126,229640.78
12114,206259.9
16607,169284.22
4266,213077.55
13518,199238.31
11856,262551.28
3885,237859.47
8891,160222.48
4964,182648.69
7696,158815.22
6894,113562.69
9766,174713.84
4800,160480.7
2840,187429.9
4743,174274.45
13562,526282.0
8301,204796.14
5405,177686.39
1535,164295.12
9073,126249.33
1698,341760.0
12262,240697.75
6794,177866.61
12701,185977.92
8432,174055.61
13540,135294.39
8629,151353.14
1440,177291.84
8596,202836.73
9575,266780.78
14976,102095.24
3149,221746.44
5157,186938.38
10748,173879.94
9719,373752.78
6376,190799.34
9733,173284.92
4749,188232.44
4994,412176.72
538,220663.11
5512,138093.55
9778,113521.195
9761,137501.34
3174,411603.5
13429,203812.94
10467,68551.43
14129,192483.22
13608,178949.2
11106,149766.19
12048,178092.5
1054,366610.03
3582,227790.58
1566,148400.33
11529,137918.2
11859,153068.47
10582,145864.16
14907,512869.0
14039,165232.34
10489,167806.56
3331,323181.16
10153,242153.86
5271,155521.77
11871,356612.75
776,133392.06
3994,120948.48
9433,68507.01
14275,143502.06
8030,236017.1
8169,271416.6
8053,186211.1
4822,222645.56
13197,225909.8
13634,242201.4
8951,187383.4
12176,246362.53
15471,139119.36
14962,136276.7
12512,118284.24
8697,458070.9
7095,226624.12
13639,198721.67
16660,165548.5
5848,142125.62
5386,204528.89
10880,318631.16
3954,179546.22
13426,260767.7
5966,220500.27
16315,282887.62
7455,180608.19
11071,230147.47
14740,219334.02
16087,177821.97
8931,233433.42
15289,175360.4
16089,279915.4
12128,185921.89
4724,217892.83
8585,219382.25
7188,250871.88
5423,161157.06
10488,199823.64
5980,216088.64
8376,221829.58
12397,143783.95
16496,195485.17
4891,229096.7
9710,146952.69
6339,174887.58
244,192358.56
5002,233132.11
5358,183841.64
7636,156128.45
9361,309769.56
3601,131047.01
15755,156795.14
172,184832.4
3037,314659.8
577,260770.33
3607,198646.75
2515,107337.08
10413,158094.05
10511,250575.66
4637,468153.94
12736,276241.84
9534,239277.92
11641,197153.44
10419,251650.98
15313,196090.38
14915,195941.39
12409,381752.88
9405,132338.72
14066,207353.66
14108,189597.17
11931,239130.92
11464,319896.12
926,146211.62
11190,221541.83
10260,183565.92
12712,186490.5
1234,216575.48
11608,104412.71
3776,240859.48
4881,207242.78
10266,172184.38
3262,211562.44
3576,366915.1
16604,408452.53
8041,212534.64
10691,236108.77
8357,177388.58
11661,141405.14
4453,233484.4
15936,218893.12
8463,272371.38
15770,243037.06
466,166533.03
14965,85731.09
11227,178856.44
9894,282775.94
11746,199776.6
4118,148078.9
756,347676.97
15589,179777.22
109,355557.12
5778,201631.92
1731,85361.19
3450,149475.12
2961,188039.16
222,184995.62
11454,291610.72
7339,186416.1
12096,94493.35
14074,191370.8
4058,476589.56
6603,256821.98
3289,126517.3
16681,259500.03
8200,305121.2
3343,285275.3
7802,170881.67
2082,393588.2
217,259162.84
1720,181742.81
7224,249056.53
6176,142541.02
12571,247062.55
16666,375544.1
8908,210382.72
6914,164869.27
5428,191169.22
381,178174.31
3991,211341.64
16365,271797.06
1046,199839.33
391,152033.42
9212,320881.6
3022,186724.6
9961,109034.234
6764,252166.75
7720,177283.31
4809,209491.98
8877,302569.56
7817,175466.89
10614,112058.02
5553,276724.84
16488,139630.9
11002,164695.03
13592,376355.2
15050,217467.98
13553,291236.0
9041,208900.5
5461,394406.4
16274,349202.9
2138,123797.22
6245,161688.97
8245,177693.75
6491,220949.9
13218,229800.27
13101,106300.34
10462,143794.67
4079,174694.33
1506,454181.5
14107,126465.16
12215,292009.03
11576,338206.16
10567,220186.8
12713,202776.9
1468,465176.97
2549,252532.22
4172,239357.52
12380,239367.56
3513,107984.64
8165,290796.16
1127,201798.03
14601,425639.1
15526,312001.47
986,292531.22
14968,172283.23
9348,232486.28
6317,269726.94
7497,88838.43
5079,326619.12
528,175566.23
10964,146736.42
5812,292380.2
11022,193323.66
16251,127294.984
5863,112433.664
8664,203922.81
5396,211398.42
6917,230402.34
12776,128830.61
473,241449.6
13333,208501.89
13023,183772.33
7357,222393.53
10955,439296.0
11914,378694.0
12535,178697.08
11205,199350.16
13209,186915.77
16119,375241.56
2174,228224.56
4834,215978.39
10151,178707.36
5584,191946.7
6672,218824.0
12858,268563.0
5106,170375.1
8884,174656.52
13766,172183.11
12556,124325.22
12910,220027.75
6258,126542.125
7100,241788.4
1793,173111.83
3335,176006.97
12835,197538.3
10591,164583.03
15707,261307.27
16389,160771.47
7440,380575.4
6293,177640.27
3937,198380.92
16527,210543.47
5102,244624.38
10734,332989.6
7986,157252.86
6495,101173.97
9571,239050.78
5131,194598.38
10761,358340.6
143,422534.1
13829,157748.55
13662,238929.11
1771,148138.75
5448,198336.4
8594,166310.4
12038,241056.52
16471,170317.95
16764,143067.12
1282,167721.02
15101,262475.97
9473,135041.16
2324,402623.4
14448,219074.27
6000,69189.52
2077,151712.28
12960,229187.94
15837,208267.98
8805,235792.89
9987,238752.16
1580,253290.25
11089,128456.9
10926,219549.4
12773,420588.78
6490,273050.4
10858,125950.23
2831,119836.71
16326,152284.19
371,195508.31
8852,207875.72
6713,257283.84
4230,177546.33
3639,213777.06
3642,185369.38
5149,195356.53
2861,196870.22
13300,92499.72
2807,347407.03
5919,109902.984
12716,549709.56
4271,242145.53
16055,235309.8
3747,222775.56
5857,254178.1
6884,332346.6
16027,263727.06
3512,314018.2
5181,173523.1
16732,257857.9
1908,182011.95
12082,170210.92
7286,142625.2
8216,142448.52
6929,343319.3
3950,372534.78
12479,182611.39
877,135821.38
1366,189256.06
384,131970.75
5767,214336.3
6910,149381.61
187,194883.44
10164,259409.03
8603,221841.03
15834,184950.2
3078,131067.4
3479,252784.61
6671,227013.33
6078,203158.9
16271,133715.31
16191,153157.4
11544,168386.61
7781,171077.58
14918,257271.17
6238,203815.33
12989,206188.98
11907,234135.47
9696,154797.53
14084,351615.75
3895,153891.38
4367,183855.31
8453,67507.266
7638,345661.22
8373,240412.62
4674,189131.19
15787,151436.02
5903,249391.83
13679,200039.16
9018,296747.4
15823,241354.06
13289,145595.5
9896,199209.05
14436,191173.69
5547,226653.89
4048,398401.75
16579,185055.56
8550,197813.61
9385,293015.97
5242,160079.84
31,235749.67
6144,294436.4
3990,200028.25
2523,76846.44
12608,263305.6
7234,188501.3
15264,210977.23
9623,194096.36
3161,314341.44
7425,103700.93
13021,268916.12
4044,145754.81
15411,234848.33
979,289412.03
5514,235534.64
4817,165714.56
2115,187454.19
10571,287216.7
8992,223424.66
15546,189189.39
11359,121027.92
11972,177614.03
12838,167096.75
5948,127704.266
422,296963.2
4855,166717.45
16197,113844.17
8926,476785.66
5703,171085.83
8848,198687.94
7039,312592.6
3806,159843.6
15154,215076.77
13132,185057.98
7438,204548.19
4398,220580.38
2440,172587.72
3751,139778.23
1476,176503.66
2264,252175.52
16444,166472.62
10704,162558.7
4033,142290.9
4508,118987.54
16290,238385.81
10387,205578.6
5457,147100.75
4910,266637.44
7451,202251.17
10732,177280.86
8015,117848.086
6148,178520.72
5892,242348.72
7825,217199.48
6851,222871.88
6633,210737.7
2139,271087.44
10213,296754.8
2830,216434.69
13907,137948.52
15897,356800.2
8311,184366.84
14230,186271.88
3878,192938.97
13732,155607.83
12110,172886.64
10675,342757.56
12946,124353.03
16754,223761.58
4394,258280.36
16728,174373.84
14378,325355.0
9949,177490.28
994,166526.22
13258,154426.95
5883,360476.72
6933,338692.84
13193,213704.86
13286,159951.84
13407,389212.34
7512,122727.586
7221,200544.17
14428,160777.56
1740,186302.08
3,148361.34
12952,212969.95
11537,142388.84
2558,139442.03
14081,247929.53
3517,245858.92
7149,230057.75
15777,115067.48
8995,234941.62
826,376357.06
509,289169.3
14875,300706.7
6591,167363.61
11283,105280.0
9897,250690.19
14902,186675.03
14291,182607.3
3162,233708.75
4206,179787.81
11580,208612.52
2007,222847.42
14939,385907.44
13572,166804.94
10720,160499.28
4253,310711.66
10857,113949.84
6254,199611.78
14681,218470.61
8080,136996.69
8006,174847.89
13135,158488.44
4527,249074.05
12688,208839.22
15920,117762.45
16786,117799.19
16637,177487.27
949,151906.66
10696,293304.34
605,220421.08
10819,216613.19
9490,170976.53
1813,206597.12
15958,319986.6
10873,358018.25
14381,206152.78
5745,133626.31
286,287966.06
14799,269599.44
437,165074.78
12172,80093.0
8534,133551.19
14463,461929.84
13672,168284.89
6720,201502.6
16057,213934.53
2659,515047.1
11649,161148.1
4478,128023.516
555,302639.22
4819,278722.7
15188,361603.53
16115,181043.23
11427,114857.64
15483,158365.39
829,153262.27
13576,266559.03
13810,231104.78
1052,144274.83
10673,149552.31
8525,341438.12
13154,229668.27
13856,155734.81
5125,245759.83
5551,232513.98
14262,213186.97
8872,140879.2
10341,240886.92
7231,159969.31
10950,219268.95
4031,156507.12
13852,117327.82
5886,263033.22
859,384233.75
9436,186250.39
13638,281892.44
15337,218189.17
5506,245366.53
13550,104731.65
12630,155298.64
6466,133147.06
3282,150675.92
4474,146034.31
138,234969.61
15490,183067.81
11584,240473.23
13309,145076.88
8860,325298.75
14037,206405.92
1329,217917.97
2198,629743.2
1210,306135.03
10076,196806.16
6692,329965.06
6074,116909.29
13921,201771.66
1646,277411.3
11676,207166.3
683,105496.27
4839,127647.43
12392,152312.08
5206,215802.77
9104,320562.03
15554,181267.78
1590,184952.83
7894,313358.1
9286,155520.94
15364,338800.4
8260,260625.33
5746,126684.03
3357,420458.06
4755,176792.81
5896,127462.664
16520,210109.38
8880,219825.73
9321,213217.53
16463,153951.84
4861,166091.36
5687,186561.89
2785,262161.9
5571,245271.78
11070,475935.44
11577,215858.17
3993,149034.2
10908,243004.52
3696,195411.33
1755,147970.31
4053,194036.78
11954,271373.28
15294,177739.86
12452,194372.84
2202,144900.22
13564,204127.86
5134,270991.78
7447,125595.85
5929,139063.39
16714,179462.61
13005,337765.4
11740,222627.69
3535,175511.17
11837,244095.4
7382,173838.89
16709,211133.16
5908,272439.44
16333,196496.0
14776,228150.33
831,167182.27
5944,188159.48
1764,289411.25
5782,149772.08
7091,294060.12
7871,181074.7
10449,176278.08
15137,116332.74
2181,284121.56
8667,339193.22
4207,238367.89
3528,189128.9
5611,132707.4
5894,207864.48
14255,172841.39
16064,111872.36
5076,210882.22
3537,68801.98
6369,107996.83
1938,208518.5
11844,230575.27
7717,86629.33
3800,412591.22
6897,203563.97
255,277647.28
607,212774.33
6368,245157.06
15211,245363.17
13229,161878.5
6091,242026.64
14260,169535.14
15104,139029.9
7378,87852.71
12575,166499.73
137,162336.05
14572,221323.89
12530,170194.52
512,204662.89
7251,308669.5
4545,343242.03
14928,490929.62
3934,168117.53
12097,371299.38
10979,171770.45
16455,273994.97
4190,145631.7
7577,284441.28
11609,306041.0
2346,193156.56
7363,279812.44
13535,179513.12
9864,199999.23
16645,378652.88
2689,341254.97
5994,125883.97
14493,241412.75
7391,195159.36
13674,234902.98
7137,250002.02
5438,190504.64
10693,228912.03
9037,361247.53
14329,317448.84
11660,433981.2
9734,173719.94
12046,197945.23
11704,257021.23
7843,158942.1
3499,149806.22
16012,79564.6
15759,369286.72
10884,179298.4
9115,89378.71
4066,322679.7
12745,188566.77
9627,235073.7
12977,233912.83
7620,92059.79
11955,170620.64
271,238724.42
16091,289490.25
2193,395930.66
6190,161535.95
7071,211810.33
14320,100640.58
15578,168595.88
267,142584.14
1930,151087.61
7426,161773.38
13890,157940.9
4176,186545.8
5453,185975.06
5526,257489.47
8780,252644.62
10299,184096.69
959,426579.3
3458,106429.195
5363,396155.1
9281,149408.73
8076,187975.58
2492,275095.12
4746,138070.05
11380,221516.44
10881,201957.42
16392,214550.83
8071,167456.17
16740,126807.82
4846,249482.17
5299,301934.7
2046,257491.67
11623,220904.45
6539,138873.1
12234,267216.28
14240,160584.36
3443,136387.2
2127,182325.25
11259,142936.62
7889,119580.79
16655,209521.38
15790,136113.67
3686,116569.734
4392,160339.58
3103,239216.53
7047,189614.2
13014,353445.3
11269,412299.94
4304,404111.8
13513,183482.83
12969,97487.945
6966,211775.06
8883,115509.47
6064,206917.9
12341,201305.14
10107,297687.53
130,180072.88
2406,367249.38
6089,251954.44
316,115493.91
15812,264691.44
7053,396064.84
14691,296088.53
11881,169321.78
13503,184872.28
9569,206676.97
9846,334138.78
14415,178376.38
14873,207939.92
11180,332099.03
7256,199419.36
3721,187383.28
1211,214574.95
14887,227030.36
16220,403856.3
15451,179538.19
1602,245359.77
8917,296309.03
15595,114141.17
15242,186500.64
3957,221000.27
14923,88197.52
3087,165416.06
12959,424629.22
13631,162722.39
12704,312110.72
15197,173165.62
12599,195533.55
8761,196148.36
13013,163081.78
3464,199889.53
2366,142412.36
10845,159832.95
8092,191224.75
10528,190646.39
7132,173023.88
8958,171813.78
7959,110895.19
4847,210562.89
1477,394078.84
8264,341168.84
10048,128909.36
10492,271417.38
3859,425240.94
8676,450601.16
8146,244585.33
1619,287070.6
12609,110509.07
11001,215208.5
3644,220698.4
8362,316634.6
537,148578.22
1298,115348.68
1023,258203.9
8659,206582.42
11538,200386.52
16036,153964.61
2392,306999.28
12099,344627.9
12935,138933.11
1050,136899.1
3068,237297.3
2083,161525.94
7652,287584.03
8696,245591.33
11183,417387.53
11386,156345.23
10752,345371.34
3371,308909.9
4149,184120.17
16775,184638.25
12187,172089.14
14421,240784.02
13693,204442.1
6560,218891.23
3497,196699.0
3396,149222.08
1223,189557.31
14796,174048.95
16190,288048.34
6060,291102.72
10111,191810.66
10983,176172.14
11228,196815.02
13208,274907.84
525,451435.78
6923,159298.67
6785,195092.17
3731,231725.64
16577,233481.02
6518,221005.4
6610,175359.52
5509,128140.414
9942,339168.16
10148,244519.56
5351,136164.11
11029,110074.125
6561,142950.03
10056,149328.72
13913,157045.33
1906,160455.72
5081,173199.17
6341,315126.34
1859,186541.03
3336,224676.81
14163,142347.58
6204,352061.62
13285,192307.48
11492,243422.33
14596,104106.65
4696,391038.12
4771,281917.4
11296,135740.64
5851,164590.33
2850,205594.31
10011,157904.92
5988,168535.16
2316,72106.96
3211,143433.42
13525,162871.05
6383,123693.945
1420,288957.0
11748,251159.89
4222,243897.52
8363,222535.14
4412,241521.31
14384,158986.08
9844,166535.56
9315,229716.33
11604,211391.73
10644,239191.81
12995,180108.11
16615,353100.8
1959,207955.34
14562,191808.95
11934,245439.0
8494,171658.77
4255,204394.95
13000,183873.81
2461,358459.56
13661,214443.61
2886,231902.47
519,183803.1
5440,187690.33
10353,160075.8
12305,194636.58
2983,212867.16
12032,202798.78
743,264424.38
8250,113734.445
7890,162048.47
4722,420649.3
15358,181823.23
4183,188068.05
3970,323268.22
303,179788.61
2207,247302.52
4022,145568.97
1132,185703.8
12278,177243.84
9280,145775.55
14940,458811.38
6413,197015.48
15213,334967.56
9656,215044.12
12036,272862.44
3151,182614.6
15530,183810.33
13263,121888.06
6750,172768.27
11488,373715.44
9532,184077.84
8462,190095.0
11494,430832.88
10270,122985.195
5476,107161.89
12486,378736.12
5501,113079.734
15871,308044.25
14733,184116.11
6103,222647.47
7911,191575.47
4359,288139.1
9595,166309.95
13851,289505.4
7854,212489.67
8684,178836.1
15239,241859.48
10012,193400.12
14995,307380.25
9791,171060.77
5567,219557.1
10883,179690.67
25,174729.97
939,168316.78
9919,179633.45
6321,251330.0
16767,322837.56
16464,103169.06
3170,177162.83
1522,119491.91
5138,325047.62
797,127743.72
14586,85299.71
2872,199164.6
4259,184429.83
16616,261285.4
16512,178852.34
9663,219098.94
245,220033.38
